processed_text,IsToxic
god bless lady wish people like intelligence god bless little girl lose life thug sad single animal care black life matter ass innocent life matter,False
black man need black life matter message need,False
ms hubbard absolute respect wish run office level get big ball male politician like bravo,False
say peggy message share everybody,False
mansur ball bey thug work fedex house serve warrant video brandish gun shoot illegal police officer st louis pd release datum know shoot kill error ball bey criminal record hubbard illegal go national tv slander ball bey son frankly sue,False
watch rest power trayvon martin story urge watch,False
black people violent,False
thank speak problem black community,False
yea beat white people rob black own store cause massive riot waste money bet you work stop waste people money hope single person get shoot happen sadly,True
blacklivesdontmatt,True
see comment prove backward country,True
police militarize,False
dumb mf,True
stop revolution year pretty good job far,False
feel sorry hapenne think happen gang member kill street cop kill black male know gang menber kill day lose family friend go street scream stop killing police kill black person world stop human,False
burn public storage make sense,False
mad cause quiet lose thi belt,False
good,False
real criminal wall street guy steal money inmate penitentiary dream steal,True
revolution set neighbourhood fire good job burn suburb cop live make homeless achive,True
molotov cocktail local drink want dance dance,False
brown stepfather pant half way,True
trés tote hilar vid grip revolutionary regular poster afro punk massive corporate sponsor revolution start sponsor following multi national corporation ha ha ha virtue signal satire practically write,False
congrat get town flame roll live world hell hole try oh wait cause town garbage probably business market = p,False
white immigrant need europe tbh native americans european settler come boat,True
bunch complete dumb ass,True
ignorance law excuse u.s.c deprivation right color law,False
agree time race war,True
war year war start quarter americans die stop bitch,True
weird white pretext police officer white risk black police officer kill white take year prison white white black equal,False
crime commit riot federal offence federal government ability build unlimited prison,False
michael brown thug god bless thin blue line graduate police academy december,True
people understand say black america good world people respect race like bad,True
people ve wish ve literally burn entire city,True
lol look get,False
scroll comment bunch racist comment look trump supporter sit patiently hate ok seriously lot people say wrong yeah kinda people say black think african american people innocent wrong,False
3:40 milk,False
nice looting protest rioting burn stuff middle night work day,True
hard open fire,True
police shoot black guy black riot black shoot black happen,False
dirty mongrel,True
national guard call hint riot national guard spook rioter,False
tax dollar spanking new cop car,False
police car purposefully leave destroy anger instead business cost destruction car pass state taxpayer,False
police problem protest cause black criminal let forget blame address elephant room,True
peace need find side stubborn relentless peaceful work sit step power day chant concern fear path dark fear lead anger anger lead hate hate lead suffering yoda <3,False
inanimate object police car resilient getting completely flip set fire,False
hate basterd like funny try push flip hacopcarcanstillfightback,True
ferguson protester flip police car | new york times,False
wish car flip crush rioter,True
ameland,True
cop need look video start arrest people,False
show violent protest,False
good job guy raise taxis,False
friend get kill mean burn local home item correct,True
question park cruiser protester,False
point set person fire,False
rip crown vic durable car,False
hate people read read black,True
say black people white people white woman get shoot rubber bullet come day black people help walk,False
truly tragedy death kid way city react way justice make matter bad malcolm x way handle thing dr king way,False
maybe know exact story understand suppose case grown man shoot kid be suppose racial guy let hate anti black anti white w.e forget go police officer shoot innocent kid want justice fckin race moment pick race fckin joke not rat ass black kill white vice versa want know fck police officer walk free empty motherfckin gun child,True
michael brown deserve die intoxicate aggressive attempt reach cops gun,True
experience racism side racist white,False
muslim uk black brother sister america,False
kid hopeless piece shit look bully store owner bad decision get dumb ass shot kill,True
you racist fuck god bless america,True
people see mississippi burn way damn time,False
racist comment hate white,False
fuck need military police civilian like wanna bring new gear dress like soldier strut try look tough,False
let elite divide conquer tactic work want racially divide rise,True
j = kind bandana guy wear light,False
oh man thug life type you're hilarious seriously fuckin riot look dollar pocket knife pawnshop pull pant stop play basstrack 80 sedan rim cost car sit ass office belong criminal life be,True
7:24 7:30 xdddddddddddddddd,False
shooting thing black black people black issue line grown man rob store ignore police order people think ok protest behalf thug respect law yes shame come death not thief alive hear bullshit black get to get to hard street street blah blah blah wear hard living like badge honor honor country hey let steal cigarillo blunt worsen ghetto,True
black prejudice easily,True
remember time race riot race get shoot white cop attack officer wave gun remember huge riot year month old shoot head black kid oh,True
not attack police officer steal store expect,False
0:10 legend yell,False
truth people need realize accept michael browns action bring situation bible say justice serve fast justice people say justice peace word awake scripture head deeply speak wish speak right long believe come right time,False
darude sand storm,False
finish video gaze racist bigot comment section glad human,True
say micheal brown deserve treyvon martin eric garner,False
hmm maybe s depth subject comment section nope bunch degenerate,True
you need stop act like mike brown innocent guy wrong,False
pair work boot steal ferguson riot,True
police use peaceful way need bulletproof vest helmet,False
want justice mob mentality action guilty matter grand jury say matter evidence say let hang near tree officer right need learn speak proper english job big racest white crowd jail,True
mike brown criminal thug fuck,True
5:53 brick hit white pig helmet lmao nice shot hit face,True
fuck mo kansas city,True
mlk see cry,False
race issue police brutality issue time cop like darren wilson send jail group police officer shoot kill homeless white man want leave spot home shoot attack k9s shoot bean bag long dead camera jail problem police ignore bad bad try excuse bad police officer behavior thankful one job right,False
time interview person notice ghetto clearly education preschooler protest incredible stupid stuff dr martin luther king jr disappoint respect ignorant black people like ruin thing victim wake stupid guy one make america look stupid,True
right loot right private property right destroy public property play victim card change,False
yes let destroy property ruin day mad police cunt,True
lol police begining sound like s say moo cow mean cop maybe feel like cop mean cow ^^,False
fergueson resident stupid complain crime police shoot criminal emo tell police leave rioting loot destroy community logic think troll srs,True
time agree police go burn relation agree protest people fucking stupid de evolve,True
look people black life matter like white life mike browns life lawfully end police officer assault mike brown suspect aka mr brown football player ft inch mention high marijuana officer ft inch arm baton gun tell mr brown hand witch evidence show shoot assault officer officer police officer officer stupid officer attack man large time stop think hmmm maybe defend maybe let kill,False
comment vice video extrem case obviously racist seriously,False
people kill cop usa year cop kill country streat protest matter dead man white black comment white people not fuck dead black man not unnecessary dead mater,True
people stupid fuck would't work idea fun loser well oh yeah great work burn auto place people unemployed provide family great work police shoot criminal happen black people definition sheep individual thinker,True
like begining peaceful fucking reporter wear armor xd,True
civilian perspective people fight get shoot go jail cop protect self micheal brown shoot foot away daren wilson`s patrol car way self situation continue conflict reason shoot option like pepper spray tazer,False
7:28 lose shit guy lmao,False
understand lady 1:30 say go article video shooting incident personally think case exaggerated riot looting criminal activity say cause grand jury decision fake crime see opportunity disintegration use decision reason,False
lady 7:30 hahahaha,False
united shit america collapse good,True
people want shoot act like thug threaten police officer effin ridiculous excuse act like asshole oh good job destroy city,True
somebody pick gun kill cop la style,True
police not try shoot leg arm body part immobilize time officer fire weapon deadly force train aim centre mass part body,False
m sick see racist comment shame rascim grow fuck people,True
justice street eye eye kill kill,True
like black racist white ppl consequence nice new world live,True
find insane black people play racist card single little issue coincidental white black situation case race want justice destroy private property looting shop right mind ask justice rob destroy people lively hood time black community think perfectly acceptable black person kill white cop cop follow procedure defend self potential fatal attack angry yeah black guy firearm easily knife value black people white law enforcement officer life equal understand officer defend self attack yes attack,True
black life matter white life matter life matter,False
cuumm dowww heeeeerrrr lol come,False
cop armed civil war machine gun unarmed civilian throw brick fuck united states people america free oppression,True
"sign black life matter parent bury child!"",""justice bet know black person shoot white cop ask person kill black person damn clue marche protest far likely murder black person cop fact fuck sharpton cornell west",True
cop = pig,True
see article case go pretty particular make big scene,False
cop moo people beginning,False
man good fight hope minority not rain national guard look wepon act like war,False
case present grand jury return indictment apparently militarized police state gun unarmed teen time unevolved racist hide white hood hide computer screen police badge,True
darren wilson stand trial prove act self defense jury open court law george zimmerman michael dunn grand jury operate secret trust government trust operate secret,False
black,True
help motherfucker primitive compare white people frustrate live white people compete black africa self assured remind day compete multiculturalism good anybody people throw fit live tax dollar steal white people,True
shoot looter sight,True
vice news dispatch,False
bulllsship vice documentary not focus fact idiot job vent racist paranoia,True
10:11 fucking evidence evidence mean fact suspect armed robbery autopsy report evidence show cop innocent god damn,True
feel thirsty violence knowledge,False
police logic shit brick shoot quick army nuke,True
man stuff like reconsider world hitler alive,True
burn tear gas o.c pepper spray,False
guess get away label title police title label low life thug addict guess bar smh,False
ignorant,False
08:10 dat mask tho,False
lol stupid mooslim,True
fact michael brown legal adult rob store time assault store assault cop assault cop likely shoot racist,False
live final day go bad,False
africa thing cause like like work maybe turn continent,True
sad god control know tired michael derren wrong right god know let judge,False
bunch ignorant fuck try hard turn racial thing racial thing start self defense plane simple attack cop ass go shoot,True
feel black america understand,False
think nit upset white people black people shoot police day ignorant fuck racism nit problem militarized police see police culture sick disrespect police black man use violence well bet logical america fight despite colour skin furgson time bring gun shoot,True
america day come end emigration rate multiply year wealthy individual poor unskilled flood unchecked goodbye america good run,False
not understand black community want rally wanna thug video guy rob store come think protester go home michael brown turd crowd racist hate white community,True
11:21 lmao agree rioting violent protest good stuff,False
like hurr instead,False
thing think people forget riot ferguson human combat mind wrap race focus people,False
thank obama,True
possibly people unbelievably ignorant,False
stage event fake riot divid conquer fake news,False
people ask peace riot bring violence,False
0:05 0:18 idea cop moo think oink learn new day,True
reason ram move los angeles,False
9:41 dem big ass gun,True
black year ago shoot police drive friend partying illegal drug use car didn't notice cop car light go freak pull panic cop bright light try desperately hide drug hear cop tell car keep try hide drug course see go center console maybe gun? tell loudly stop hand car tell freeze exactly tell listen shoot likely head understand cop tell hand hand tell step step defy person gun threaten shoot color,False
hatred people,False
dat tuff,False
remember michael brown young teen boy happen build like linerbacker rob convenience store pillar community,False
point try black equal opportunity ferguson suggest city counsel young black man woman job black black people ferguson treat unfairly law enforcement suggest black community law bide citizen break law white people cop arrest black citizen fun sport know true reason black community riot looting ask rioting looting break knoxville young white couple kidnap brutally rap eventually murder black man woman wonder come racism plain stupidity mr brown angel study fact stay away emotion skin color,False
lot disgusting people comment try rationalize casual racism poor understanding context,False
white ferguson let nice east st louis detroit baltimore thing happen look city,True
find channel favs thank u vid r excellent,False
remember send national defence,False
stat don`t represent problem race bait attitude who`s crime ohh bet trayvon little innocent boy don`t speak lisp sure sign left wing democrat,True
quote mother wow hit hard accurate,False
video racist,False
god narrator annoying lisp,False
