IsToxic,processed_text
False,thank finally powerful voice truth black community black killing perpetrate black black murder nonblack direct innocent black citizen drug gang relate donald trump star parker hope aware peggy hubbard comment address issue honestly need seat table ms hubbard trump campaign administration race monger like obama eric holder pelosi reid jessie jackson al sharpton naacp congressional black caucus congressional democrat ethnicity level government mainstream medium conspire year turn viable black community governmentdependent ghetto knowingly advance false narrative systemic white conservative racism great accomplishment destruction black nuclear family seventytwo percent black child bear single mother married limit number child obama progressive gladly extort taxpayer money care illegitimate child exchange guarantee vote power master plan policy insure generation newly create disaffected dysfunctional adult necessarily democratic voter race hustler mention react way black black killing neighborhood power wipe gang minimize drug use community real hope change happen need black community dependent feel hopeless order maintain power control live good life back people deceive think care think purveyor lie damn lie not race issue past year real job like rest
False,peggy tip hat
True,love thug deserve slug
False,body cam air police run day day cop screw
False,reasonburgertwitter powerful blunt force trauma powerful hope word change thinking concern black life misplaced thank share
False,peggy hubbard president
True,agree say not trust police will not arrest crooked pedophile protect treasonous politican thing military people
True,blacklivesmatter build deceit lie
True,not like generalization rant main point right chris rock say well black people niggaz nigga morn killer get gun street black person mourn loss innocent human life little girl get murder base comment black nigga ratio drop
False,tell taboo talk news medium will not touch foot poleblack white crime black sexually assault white woman few black woman sexually assault white man yes boj stat available online anymore state statistic inflammatory certain ethnic group tip iceberg
False,peggy watch life leadership revolution video people smart good mentor think research training great leader great work
False,good honest black people ve know
False,bamshe say
False,god bless lady wish people like intelligence god bless little girl lose life thug sad single animal care black life matter ass innocent life matter
False,black man need black life matter message need orit
False,ms hubbard absolute respect wish run office level get big ball male politician like bravo
False,say peggy message share everybody
False,mansur ballbey thug work fedex house serve warrant video brandish gun shoot illegal police officer st louis pd not release datum know shoot kill error ballbey criminal record hubbard illegal go national tv slander ballbey son frankly d sue
False,watch second rest power trayvon martin story urge watch
False,black people violent
False,thank speak problem black community
True,yea beat white people rob black own store cause massive riot waste money bet you not work stop waste people money yourselfi hope single person get shotthat not happen sadly
True,blacklivesdontmatter
True,see comment prove backward country
False,police militarize
True,dumb mf
False,not stop revolution year d ve pretty good job far
False,feel sorry hapenne think not happen gang member kill street cop kill black male know gang menber kill day lose family friend go street scream stop killing police kill black person world stop human
False,burn public storage make sense
False,mad cause quiet lose thier belt
False,good
True,real criminal wall street guy steal money inmate penitentiary dream steal
True,revolution set neighbourhood fire good job burn suburb cop live make homeless achive
False,molotov cocktail local drink want dance dance
True,brown stepfather pant half way
False,trs tote hilar vid grip revolutionary regular poster afropunk seventeen massive corporate sponsor revolution start sponsor follow multinational corporation ha ha ha virtue signal satire practically write
False,congrat get town flame roll live world hell hole try oh wait not cause town garbage probably business market p
True,white immigrant need europe tbh native americans european settler come boat
True,bunch complete dumb ass
False,ignorance law excuse usc deprivation right color law
True,agree time race war
True,war year war start quarter million americans die stop bitch
False,weird white pretext police officer white risk black police officer kill white take year prison white white black equal
False,crime commit riot federal offence federal government ability build unlimited prison
True,michael brown thug god bless thin blue line graduate police academy december
True,people herei not understand sayingis black america good world seehow people respect race like bad
True,people ve wish ve literally burn entire city
False,lol look get
False,scroll comment bunch racist comment look trump supporter sit patiently hate ok seriously lot people say wrong yeah kinda people say black think african american people innocent wrong
False,milk
True,nice looting protest rioting burn stuff middle night not work day
True,hard open fire
False,police shoot black guy black riot black shoot black happen
True,dirty mongrel
False,national guard call hint riot national guard spook rioter
False,tax dollar spanking new cop car
False,police car purposefully leave destroy anger instead business cost destruction car pass state taxpayer
True,police problem protest cause black criminal lets forget blame address elephant room
False,peace need find side stubborn relentless peaceful not work sit step power day chant concern fear path dark fear lead anger anger lead hate hate lead suffer yoda
False,inanimate object police car resilient getting completely flip set fire
True,hate basterd like funny try push flip hacopcarcanstillfightback
False,ferguson protester flip police car new york times
True,wish car flip crush rioter
True,ameland
False,cop need look video start arrest people
False,show violent protest
False,good job guy raise taxis
True,friend get kill mean burn local home item correct
False,question park cruiser protester
False,point set person fire
False,rip crown vic durable car
True,hate people read not read m black
False,say black people white people white woman get shoot rubber bullet come day black people help walk
False,truly tragedynot death kid way city react way justice make matter bad malcolm x way handle thing dr king way
True,maybe not know exact story understand suppose case grown man shoot kid be not suppose racial guy let hate anti black anti white forget go police officer shoot innocent kid s want justice fckin race moment pick race fckin joke not rat ass black kill white vice versa want know fck police officer walk free empty motherfckin gun child
True,michael brown deserve die intoxicate aggressive attempt reach cops gun
False,ve experience racism side racist white
False,muslim uk black brother sister america
True,kid hopeless piece shit look bully store owner bad decision get dumb ass shot kill
True,you racist fuck god bless america
False,people see mississippi burn way damn time
False,racist comment hate white
False,fuck need military police civilian like wanna bring new gear dress like soldier strut try look tough
True,not let elite divide conquer tactic work want racially divide rise
False,jkind bandana guy wear light
True,oh man thug life typesyoure hilarious seriously fuckin riot look dollar pocket knife pawnshop pull pant stop play basstrack sedan rim cost car sit ass office belong criminal life be not
False,xdddddddddddddddd
True,shooting thing black black people black issue line grown man rob store ignore police order people think ok protest behalf thug respect law yes shame come death not thief alive hear bullshit black get to get to hard street streetsblah blah blah wear hard living like badge honor honor country hey let steal cigarillo blunt worsen ghetto
True,black prejudice easily
True,remember time race riot race get shoot white cop attack officer wave gun remember huge riot year month old shoot head black kid oh
False,not attack police officer steal store expect
False,legend yell
False,truth people need realize accept michael browns action bring situation bible say justice serve fast justice people say justice peace word awake scripture head deeply speak wish speak right long believe come right time
False,darudesandstorm
True,finish video gaze racist bigot comment section ll glad m human
False,say micheal brown deserve treyvon martin eric garner
True,hmm maybe s depth subject comment section nope bunch degenerate
False,you need stop act like mike brown innocent guy wrong
True,pair work boot steal ferguson riot
False,police use peaceful way s need bulletproof vest helmet
True,not want justice mob mentality action s guilty matter grand jury say matter evidence say let hang near tree officer right need learn speak proper english job s big racest white crowd jail
True,mike brown criminal thug fuck
True,brick hit white pig helmet lmao nice shot hit face
True,fuck mo kansas city
False,mlk see d cry
False,not race issue police brutality issue time cop like darren wilson not send jail group police officer shoot kill homeless white man not want leave spot home shoot attack shoot bean bag long dead camera not jail problem police ignore bad bad not try excuse bad police officer behavior thankful one job right
True,time interview person notice ghetto clearly education preschooler protest incredible stupid stuff dr martin luther king jr disappoint respect ignorant black people like ruin thing not victim wake stupid guy not one make america look stupid
False,right loot right private property right destroy public property play victim card change
True,yes let destroy else property ruin day mad police cunt
False,lol police begining sound like s say moo cow mean cop maybe feel like cop mean cow
True,fergueson resident stupid complain crime police shoot criminal emo tell police leave riot loot destroy community logic think troll srs
True,time not agree police m go burn relation not agree protest people fucking stupid deevolve
False,look people black life matter like white life mike brown life lawfully end police officer assault mike brown suspect aka mr brown football player ft inch mention high marijuana officer ft inch arm baton gun tell mr brown hand witch evidence show shoot assault officer not officer police officer not officer stupid officer attack man large not time stop think hmmm maybe not defend maybe let kill
False,comment vice video extrem case obviously racist not seriously
True,people kill cop usa year cop kill country streat protest matter dead man white black comment white people not fuck dead black man not unnecessary dead mater
True,people stupid fuck wouldt work idea fun loser well oh yeah great work burn auto place people unemployed provide family great work police shoot criminal happen black people definition sheep individual thinker
True,like begining peaceful fucking reporter wear armor xd
False,civilian perspective people fight get shoot go jail cop protect self micheal brown shoot foot away daren wilson patrol car way not self situation continue conflict reason shoot option like pepper spray tazer
False,lose shit guy lmao
False,not understand lady say go article video shooting incident personally think case exaggerated riot looting criminal activity say cause grand jury decision fake crime see opportunity disintegration use decision reason
False,lady hahahaha
True,united shit america collapse good
True,people not not want shoot not act like thug threaten police officer effin ridiculous excuse act like asshole oh good job destroy city
True,somebody pick gun kill cop la style
False,police not try shoot leg arm body part immobilize time officer fire weapon deadly force train aim centre mass part body
True,m sick see racist comment shame rascim grow fuck people
True,justice street eye eye kill kill
True,like black racist white ppl consequence nice new world live
True,find insane black people play racist card single little issue coincidental whiteblack situation case race want justice destroy private property looting shop right mind ask justice rob destroy people lively hood time black community think perfectly acceptable black person kill white cop cop follow procedure defend self potential fatal attack angry yeah black guy firearm easily knife value black people white law enforcement officer life equal understand officer defend self attack yes attack
False,black life matter white life matter life matter
False,cuumm lol come
True,not cop armed civil war machine gun unarmed civilian throw brick fuck united states people america free oppression
True,sign black life matter parent bury childjustice bet d know black person shoot white cop ask person kill black person damn clue marche protest far likely murder black person not cop fact fuck sharpton cornell west
True,cop pig
False,see article case go pretty particular make big scene
False,cop moo people beginning
False,man good fight hope minority not rain national guard look wepon act like war
True,case present grand jury not return indictment apparently militarized police state gun unarmed teen time unevolve racist hide white hood hide computer screen police badge
False,darren wilson stand trial prove act self defense jury open court law george zimmerman michael dunn not grand jury operate secret trust government trust operate secret
True,s black
True,not help motherfucker primitive compare white people frustrate live white people not compete black africa selfassured not remind day not compete multiculturalism good anybody people throw fit live tax dollar steal white people
True,shoot looter sight
False,vice news dispatch
True,bulllsship vice documentary not focus fact idiot job vent racist paranoia
True,fucking evidence evidence mean fact suspect armed robbery autopsy report s evidence show cop innocent god damn
False,feel thirsty violence knowledge
True,police logic shit brick shoot quick army nuke
True,man stuff like reconsider world hitler alive
False,burn tear gas oc pepper spray
False,guess get away label title police title label low life thug addict guess s bar smh
False,ignorant
False,dat mask tho
True,lol stupid mooslim
False,fact michael brown legal adult rob store time assault store assault cop assault cop likely shoot racist
False,live final day go bad
True,africa thing cause like not like hereand work outmaybe turn continent
False,sad god control know tired michael derren wrong right god know let judge
True,bunch ignorant fuck try hard turn racial thing racial thing start self defense plane simple attack cop ass go shoot
False,feel black america understand
True,think nit upset white people black people shoot police day ignorant fuck racism nit problem militarized police see police culture m sick disrespect police black man use violence well bet logical america fight despite colour skin furgson time bring gun shoot
False,americas day come end emigration rate multiply year wealthy individual poor unskilled flood unchecked goodbye america good run
True,not understand black community want rally wanna thug video guy rob store come think protester go home michael brown turd crowd racist hate white community
False,lmao not agree rioting violent protest good stuff
False,like hurr instead
False,thing think people forget riot ferguson human combat mind wrap race focus people
True,thank obama
False,possibly people unbelievably ignorant
False,stage event fake riotsdivid conquerfake news
False,people ask peace riot bring violence
True,idea cop moo think oink learn new day
False,reason ram move los angeles
True,dem big ass gun
False,blackmany year ago shoot policei drive friend party illegal drug use cardidnt notice cop car mewhen light go freakedwe pull panic cop bright light uswe try desperately hide drugsi hear cop tell car keep try hide drugsof course see go center console maybe guni tell loudlystop hand car tell freeze exactly tell doif listen shotmost likely headi not understand not cop tell doif hand hand tell step step defy person gun threaten shoot color
False,hatred people
False,dat tuff
False,remembermichael brown young teen boy happen build like linerbacker rob convenience storehe pillar community
False,point try black not equal opportunity ferguson suggest city counsel young black manwoman job black black people ferguson treat unfairly law enforcement suggest black community law bide citizen break law white people cop arrest black citizen fun sport know true reason black community riot looting ask rioting looting break knoxville young white couple kidnap brutally rap eventually murder black man woman wonder come racism plain stupidity mr brown angel study fact stay away emotion skin color
False,lot disgusting people comment try rationalize casual racism poor understanding context
True,white moveout ferguson let nice east st louis detroit baltimore thing happen look city
False,find channel favs thank u vid r excellent
False,remember send national defence
True,stat not represent problem race baiting attitude s crime ohh bet trayvon little innocent boy not speak lisp sure sign left wing democrat
False,quote mother wow hit hard accurate
False,video racist
False,god narrator annoying lisp
