,IsToxic,processed_text
765,True,m white person think treat fairly blm create bunch bull threaten life make hard cop bad guy maybe draw weapon fast kill spirit hero kill spirit put comply rush burn house type thing bad cop neighborhood gang neighborhood have heat take embolden spirit life matter form racism blm cause feeling black life not matter peggy give hope hope intelligence black community maybe live m white guy willing join kkk peggy blm
766,False,agree sista
767,True,black person thank speak truth black cause trouble dress like idiot bring trouble kill eachother cause crime complain police good m glad parent grow properly stay away garbage
768,False,thank mrs hubbard happy say needs say black allow neighborhood destroy black mother stand count black father ass home help raise child peggy chief fair wind follow sea shipmate slap hear round world need happen lot sister
769,False,girl listen twice retweete twice gateway pundent second youtube god bless ms hubbard god speed vid
770,False,great videothank peggy
771,False,brave woman bring tear eye
772,False,peggy hubbard president
773,False,respectable woman
774,True,logic intelligence mixed race intelligent white dna
775,False,amen tell like sister aman
776,False,need people like peggy hubbard support mother year common sense
777,False,think fall love
778,True,fuck stupid attack police officer expect away response police
779,False,hear woman m love say message valuable thank post
780,False,hit nail head black life matter guess kill stupid shit like gang loyalty sell drug instead get education able getto hat parent raise chlidren value pride arecause one difference drug deal gang banger difference go makeis holiday dinner
781,False,dear peggy mother run president
782,False,plenty white people care exact view woman deem racist stop care
783,False,look deep happen black people black people situation black people hope learn history
784,False,love woman wish like certainly help cause page
785,False,s cruel mom
786,False,speak want
787,False,woman nobel peace prize instead antichrist obama
788,False,bravo
789,True,correction black ppl violent ppl planet say true come black black crime shit not single race shit happen race globe
790,False,m sure michael brown know killer young girl consider homeboy
791,False,love peggy
792,False,yeah say save tax dollar buy part harley ar lolol
793,False,peggy know fine black woman man like sick tired violence blame thank speak
794,False,awesome job peggy thank tell truth westandwithpeggyhubbard
795,False,community march peace hand hand girl kill sit home homework deserve society let maybe al sharpton lead
796,False,truth deliver courage conviction political correctness reach heart mind honest productive hardworke people lady say like
797,False,right dynamite
798,False,black speak truth not conform norm consider uncle tom sell out
799,True,day conservative support confederate flagdenie racismand criticize black people deem hero white people lmao white woman black face screen
800,False,real strong black woman afraid speak truth
801,False,peggy love video use stand black life matter excuse away crime know lot good black like voice hear voice silence nationwide uproar black life matter afraid victim
802,True,okay blacklivesmovent thug stop carp u wanna stand murder child die gettin shoot cheast becasue u wanna act like plant ape movie excuse black kill black u wanna come cop white ppl name rastist name u not try lisene lawa obey law stop shoot inncent ppl benfit u guy kill ppl need jail
803,False,freakin girl
804,True,amen peggy hubbard color make difference person inside innocent year old little girl attention people want cause chaos black white go exactly obama wantednow look country mess admire courage tell like peggy hubbard
805,False,race human race
806,False,omg put tell truth hard true
807,True,integration black people school business bank integration lose thing
808,False,leave not
809,False,wake black people
810,False,old white conservative say peggy vice president imagine trumphubbard ticket woweee wow
811,False,pretty woman dang
812,False,leave video truth hurt thank post video
813,True,ask fellow white liberal press network blog post will not cringe black conservatism
814,False,say need new part harley lol
815,False,thank finally powerful voice truth black community black killing perpetrate black black murder nonblack direct innocent black citizen drug gang relate donald trump star parker hope aware peggy hubbard comment address issue honestly need seat table ms hubbard trump campaign administration race monger like obama eric holder pelosi reid jessie jackson al sharpton naacp congressional black caucus congressional democrat ethnicity level government mainstream medium conspire year turn viable black community governmentdependent ghetto knowingly advance false narrative systemic white conservative racism great accomplishment destruction black nuclear family seventytwo percent black child bear single mother married limit number child obama progressive gladly extort taxpayer money care illegitimate child exchange guarantee vote power master plan policy insure generation newly create disaffected dysfunctional adult necessarily democratic voter race hustler mention react way black black killing neighborhood power wipe gang minimize drug use community real hope change happen need black community dependent feel hopeless order maintain power control live good life back people deceive think care think purveyor lie damn lie not race issue past year real job like rest
816,False,peggy tip hat
817,True,love thug deserve slug
818,False,body cam air police run day day cop screw
819,False,reasonburgertwitter powerful blunt force trauma powerful hope word change thinking concern black life misplaced thank share
820,False,peggy hubbard president
821,True,agree say not trust police will not arrest crooked pedophile protect treasonous politican thing military people
822,True,blacklivesmatter build deceit lie
823,True,not like generalization rant main point right chris rock say well black people niggaz nigga morn killer get gun street black person mourn loss innocent human life little girl get murder base comment black nigga ratio drop
824,False,tell taboo talk news medium will not touch foot poleblack white crime black sexually assault white woman few black woman sexually assault white man yes boj stat available online anymore state statistic inflammatory certain ethnic group tip iceberg
825,False,peggy watch life leadership revolution video people smart good mentor think research training great leader great work
826,False,good honest black people ve know
827,False,bamshe say
828,False,god bless lady wish people like intelligence god bless little girl lose life thug sad single animal care black life matter ass innocent life matter
829,False,black man need black life matter message need orit
830,False,ms hubbard absolute respect wish run office level get big ball male politician like bravo
831,False,say peggy message share everybody
832,False,mansur ballbey thug work fedex house serve warrant video brandish gun shoot illegal police officer st louis pd not release datum know shoot kill error ballbey criminal record hubbard illegal go national tv slander ballbey son frankly d sue
833,False,watch second rest power trayvon martin story urge watch
834,False,black people violent
835,False,thank speak problem black community
836,True,yea beat white people rob black own store cause massive riot waste money bet you not work stop waste people money yourselfi hope single person get shotthat not happen sadly
837,True,blacklivesdontmatter
838,True,see comment prove backward country
839,False,police militarize
840,True,dumb mf
841,False,not stop revolution year d ve pretty good job far
842,False,feel sorry hapenne think not happen gang member kill street cop kill black male know gang menber kill day lose family friend go street scream stop killing police kill black person world stop human
843,False,burn public storage make sense
844,False,mad cause quiet lose thier belt
845,False,good
846,True,real criminal wall street guy steal money inmate penitentiary dream steal
847,True,revolution set neighbourhood fire good job burn suburb cop live make homeless achive
848,False,molotov cocktail local drink want dance dance
849,True,brown stepfather pant half way
850,False,trs tote hilar vid grip revolutionary regular poster afropunk seventeen massive corporate sponsor revolution start sponsor follow multinational corporation ha ha ha virtue signal satire practically write
851,False,congrat get town flame roll live world hell hole try oh wait not cause town garbage probably business market p
852,True,white immigrant need europe tbh native americans european settler come boat
853,True,bunch complete dumb ass
854,False,ignorance law excuse usc deprivation right color law
855,True,agree time race war
856,True,war year war start quarter million americans die stop bitch
857,False,weird white pretext police officer white risk black police officer kill white take year prison white white black equal
858,False,crime commit riot federal offence federal government ability build unlimited prison
859,True,michael brown thug god bless thin blue line graduate police academy december
860,True,people herei not understand sayingis black america good world seehow people respect race like bad
861,True,people ve wish ve literally burn entire city
862,False,lol look get
863,False,scroll comment bunch racist comment look trump supporter sit patiently hate ok seriously lot people say wrong yeah kinda people say black think african american people innocent wrong
864,False,milk
865,True,nice looting protest rioting burn stuff middle night not work day
866,True,hard open fire
867,False,police shoot black guy black riot black shoot black happen
868,True,dirty mongrel
869,False,national guard call hint riot national guard spook rioter
870,False,tax dollar spanking new cop car
871,False,police car purposefully leave destroy anger instead business cost destruction car pass state taxpayer
872,True,police problem protest cause black criminal lets forget blame address elephant room
873,False,peace need find side stubborn relentless peaceful not work sit step power day chant concern fear path dark fear lead anger anger lead hate hate lead suffer yoda
874,False,inanimate object police car resilient getting completely flip set fire
875,True,hate basterd like funny try push flip hacopcarcanstillfightback
876,False,ferguson protester flip police car new york times
877,True,wish car flip crush rioter
878,True,ameland
879,False,cop need look video start arrest people
880,False,show violent protest
881,False,good job guy raise taxis
882,True,friend get kill mean burn local home item correct
883,False,question park cruiser protester
884,False,point set person fire
885,False,rip crown vic durable car
886,True,hate people read not read m black
887,False,say black people white people white woman get shoot rubber bullet come day black people help walk
888,False,truly tragedynot death kid way city react way justice make matter bad malcolm x way handle thing dr king way
889,True,maybe not know exact story understand suppose case grown man shoot kid be not suppose racial guy let hate anti black anti white forget go police officer shoot innocent kid s want justice fckin race moment pick race fckin joke not rat ass black kill white vice versa want know fck police officer walk free empty motherfckin gun child
890,True,michael brown deserve die intoxicate aggressive attempt reach cops gun
891,False,ve experience racism side racist white
892,False,muslim uk black brother sister america
893,True,kid hopeless piece shit look bully store owner bad decision get dumb ass shot kill
894,True,you racist fuck god bless america
895,False,people see mississippi burn way damn time
896,False,racist comment hate white
897,False,fuck need military police civilian like wanna bring new gear dress like soldier strut try look tough
898,True,not let elite divide conquer tactic work want racially divide rise
899,False,jkind bandana guy wear light
900,True,oh man thug life typesyoure hilarious seriously fuckin riot look dollar pocket knife pawnshop pull pant stop play basstrack sedan rim cost car sit ass office belong criminal life be not
901,False,xdddddddddddddddd
902,True,shooting thing black black people black issue line grown man rob store ignore police order people think ok protest behalf thug respect law yes shame come death not thief alive hear bullshit black get to get to hard street streetsblah blah blah wear hard living like badge honor honor country hey let steal cigarillo blunt worsen ghetto
903,True,black prejudice easily
904,True,remember time race riot race get shoot white cop attack officer wave gun remember huge riot year month old shoot head black kid oh
905,False,not attack police officer steal store expect
906,False,legend yell
907,False,truth people need realize accept michael browns action bring situation bible say justice serve fast justice people say justice peace word awake scripture head deeply speak wish speak right long believe come right time
908,False,darudesandstorm
909,True,finish video gaze racist bigot comment section ll glad m human
910,False,say micheal brown deserve treyvon martin eric garner
911,True,hmm maybe s depth subject comment section nope bunch degenerate
912,False,you need stop act like mike brown innocent guy wrong
913,True,pair work boot steal ferguson riot
914,False,police use peaceful way s need bulletproof vest helmet
915,True,not want justice mob mentality action s guilty matter grand jury say matter evidence say let hang near tree officer right need learn speak proper english job s big racest white crowd jail
916,True,mike brown criminal thug fuck
917,True,brick hit white pig helmet lmao nice shot hit face
918,True,fuck mo kansas city
919,False,mlk see d cry
920,False,not race issue police brutality issue time cop like darren wilson not send jail group police officer shoot kill homeless white man not want leave spot home shoot attack shoot bean bag long dead camera not jail problem police ignore bad bad not try excuse bad police officer behavior thankful one job right
921,True,time interview person notice ghetto clearly education preschooler protest incredible stupid stuff dr martin luther king jr disappoint respect ignorant black people like ruin thing not victim wake stupid guy not one make america look stupid
922,False,right loot right private property right destroy public property play victim card change
923,True,yes let destroy else property ruin day mad police cunt
924,False,lol police begining sound like s say moo cow mean cop maybe feel like cop mean cow
925,True,fergueson resident stupid complain crime police shoot criminal emo tell police leave riot loot destroy community logic think troll srs
926,True,time not agree police m go burn relation not agree protest people fucking stupid deevolve
927,False,look people black life matter like white life mike brown life lawfully end police officer assault mike brown suspect aka mr brown football player ft inch mention high marijuana officer ft inch arm baton gun tell mr brown hand witch evidence show shoot assault officer not officer police officer not officer stupid officer attack man large not time stop think hmmm maybe not defend maybe let kill
928,False,comment vice video extrem case obviously racist not seriously
929,True,people kill cop usa year cop kill country streat protest matter dead man white black comment white people not fuck dead black man not unnecessary dead mater
930,True,people stupid fuck wouldt work idea fun loser well oh yeah great work burn auto place people unemployed provide family great work police shoot criminal happen black people definition sheep individual thinker
931,True,like begining peaceful fucking reporter wear armor xd
932,False,civilian perspective people fight get shoot go jail cop protect self micheal brown shoot foot away daren wilson patrol car way not self situation continue conflict reason shoot option like pepper spray tazer
933,False,lose shit guy lmao
934,False,not understand lady say go article video shooting incident personally think case exaggerated riot looting criminal activity say cause grand jury decision fake crime see opportunity disintegration use decision reason
935,False,lady hahahaha
936,True,united shit america collapse good
937,True,people not not want shoot not act like thug threaten police officer effin ridiculous excuse act like asshole oh good job destroy city
938,True,somebody pick gun kill cop la style
939,False,police not try shoot leg arm body part immobilize time officer fire weapon deadly force train aim centre mass part body
940,True,m sick see racist comment shame rascim grow fuck people
941,True,justice street eye eye kill kill
942,True,like black racist white ppl consequence nice new world live
943,True,find insane black people play racist card single little issue coincidental whiteblack situation case race want justice destroy private property looting shop right mind ask justice rob destroy people lively hood time black community think perfectly acceptable black person kill white cop cop follow procedure defend self potential fatal attack angry yeah black guy firearm easily knife value black people white law enforcement officer life equal understand officer defend self attack yes attack
944,False,black life matter white life matter life matter
945,False,cuumm lol come
946,True,not cop armed civil war machine gun unarmed civilian throw brick fuck united states people america free oppression
947,True,sign black life matter parent bury childjustice bet d know black person shoot white cop ask person kill black person damn clue marche protest far likely murder black person not cop fact fuck sharpton cornell west
948,True,cop pig
949,False,see article case go pretty particular make big scene
950,False,cop moo people beginning
951,False,man good fight hope minority not rain national guard look wepon act like war
952,True,case present grand jury not return indictment apparently militarized police state gun unarmed teen time unevolve racist hide white hood hide computer screen police badge
953,False,darren wilson stand trial prove act self defense jury open court law george zimmerman michael dunn not grand jury operate secret trust government trust operate secret
954,True,s black
955,True,not help motherfucker primitive compare white people frustrate live white people not compete black africa selfassured not remind day not compete multiculturalism good anybody people throw fit live tax dollar steal white people
956,True,shoot looter sight
957,False,vice news dispatch
958,True,bulllsship vice documentary not focus fact idiot job vent racist paranoia
959,True,fucking evidence evidence mean fact suspect armed robbery autopsy report s evidence show cop innocent god damn
960,False,feel thirsty violence knowledge
961,True,police logic shit brick shoot quick army nuke
962,True,man stuff like reconsider world hitler alive
963,False,burn tear gas oc pepper spray
964,False,guess get away label title police title label low life thug addict guess s bar smh
965,False,ignorant
966,False,dat mask tho
967,True,lol stupid mooslim
968,False,fact michael brown legal adult rob store time assault store assault cop assault cop likely shoot racist
969,False,live final day go bad
970,True,africa thing cause like not like hereand work outmaybe turn continent
971,False,sad god control know tired michael derren wrong right god know let judge
972,True,bunch ignorant fuck try hard turn racial thing racial thing start self defense plane simple attack cop ass go shoot
973,False,feel black america understand
974,True,think nit upset white people black people shoot police day ignorant fuck racism nit problem militarized police see police culture m sick disrespect police black man use violence well bet logical america fight despite colour skin furgson time bring gun shoot
975,False,americas day come end emigration rate multiply year wealthy individual poor unskilled flood unchecked goodbye america good run
976,True,not understand black community want rally wanna thug video guy rob store come think protester go home michael brown turd crowd racist hate white community
977,False,lmao not agree rioting violent protest good stuff
978,False,like hurr instead
979,False,thing think people forget riot ferguson human combat mind wrap race focus people
980,True,thank obama
981,False,possibly people unbelievably ignorant
982,False,stage event fake riotsdivid conquerfake news
983,False,people ask peace riot bring violence
984,True,idea cop moo think oink learn new day
985,False,reason ram move los angeles
986,True,dem big ass gun
987,False,blackmany year ago shoot policei drive friend party illegal drug use cardidnt notice cop car mewhen light go freakedwe pull panic cop bright light uswe try desperately hide drugsi hear cop tell car keep try hide drugsof course see go center console maybe guni tell loudlystop hand car tell freeze exactly tell doif listen shotmost likely headi not understand not cop tell doif hand hand tell step step defy person gun threaten shoot color
988,False,hatred people
989,False,dat tuff
990,False,remembermichael brown young teen boy happen build like linerbacker rob convenience storehe pillar community
991,False,point try black not equal opportunity ferguson suggest city counsel young black manwoman job black black people ferguson treat unfairly law enforcement suggest black community law bide citizen break law white people cop arrest black citizen fun sport know true reason black community riot looting ask rioting looting break knoxville young white couple kidnap brutally rap eventually murder black man woman wonder come racism plain stupidity mr brown angel study fact stay away emotion skin color
992,False,lot disgusting people comment try rationalize casual racism poor understanding context
993,True,white moveout ferguson let nice east st louis detroit baltimore thing happen look city
994,False,find channel favs thank u vid r excellent
995,False,remember send national defence
996,True,stat not represent problem race baiting attitude s crime ohh bet trayvon little innocent boy not speak lisp sure sign left wing democrat
997,False,quote mother wow hit hard accurate
998,False,video racist
999,False,god narrator annoying lisp
